shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-13421,Titan Heavy Hauling,+15554381305,+15558662931,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13421. Status: In Transit.",ham
SHP-13422,Sentinel Delivery Systems,+15551750435,+15557512992,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13423,Apex Logistics Corp,+15552379095,+15558134635,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13424,Horizon Shipping Lines,+15551681666,+15551849970,Freight schedule check for shipment SHP-SHP-13424. All parameters within compliance. Thank you.,ham
SHP-13425,Apex Logistics Corp,+15555652825,+15554676191,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13426,Delta Freight Systems,+15558477088,+15552383817,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13426 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-13427,Global Cargo Solutions,+15552551337,+15557197168,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13427 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-13428,Summit Logistics Inc,+15556184930,+15553517945,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13428. Status: In Transit.",ham
SHP-13429,Apex Logistics Corp,dispatch-support@gmail-logistics.com,Unknown,Do not share your verification code. Enter one-time password OTP 6947 in the logistics app to authorize load release for SHP-SHP-13429.,spam
SHP-13430,Cascade Carrier Group,+15557897378,+15551502835,Truck inspection completed for SHP-SHP-13430. Trailer seal ID: 74116. Driver heading to route.,ham
SHP-13431,Horizon Shipping Lines,+15555200727,+15555754387,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13432,Summit Logistics Inc,+15553487555,+15551900408,Freight schedule check for shipment SHP-SHP-13432. All parameters within compliance. Thank you.,ham
SHP-13433,Global Cargo Solutions,+15553336716,+15552536829,System Alert: Security compromise detected on your Global Cargo Solutions logistics portal. Login immediately to confirm dispatch details: http://globalcargosolutions-dispatch.net/verify,spam
SHP-13434,Sentinel Delivery Systems,carrier-check@gmail-logistics.com,Unknown,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-13434. Click to sign electronically: http://sentineldeliverysystems-esign-portal.com",spam
SHP-13435,Summit Logistics Inc,+15553361198,+15551565068,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13435. Status: In Transit.",ham
SHP-13436,Sentinel Delivery Systems,+15555396971,+15556448596,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13436 with Sentinel Delivery Systems. Let us know if you need changes.",ham
SHP-13437,Titan Heavy Hauling,+15557905264,+15556227328,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13438,Titan Heavy Hauling,+15558624134,+15551291870,Load SHP-SHP-13438 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13439,Apex Logistics Corp,+15553340240,+15556570296,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13439. Status: In Transit.",ham
SHP-13440,Global Cargo Solutions,+15553964356,+15556492256,Freight schedule check for shipment SHP-SHP-13440. All parameters within compliance. Thank you.,ham
SHP-13441,Cascade Carrier Group,+15552919686,+15551531957,Truck inspection completed for SHP-SHP-13441. Trailer seal ID: 72111. Driver heading to route.,ham
SHP-13442,Apex Logistics Corp,+15551929145,+15555437610,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13442. Status: In Transit.",ham
SHP-13443,Vanguard Transport,+15553143907,+15555065168,"Hi, driver John here. Load SHP-SHP-13443 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13444,Sentinel Delivery Systems,carrier-check@gmail-logistics.com,Unknown,"URGENT: Dispatcher system is undergoing emergency maintenance. Please reroute shipment SHP-SHP-13444 to alternative dock: 840 Industrial Way, Phoenix, AZ immediately. Do not call dispatch office.",spam
SHP-13445,Vanguard Transport,billing-ops@outlook-cargo.net,Unknown,"URGENT: Dispatcher system is undergoing emergency maintenance. Please reroute shipment SHP-SHP-13445 to alternative dock: 770 Industrial Way, Phoenix, AZ immediately. Do not call dispatch office.",spam
SHP-13446,Vanguard Transport,+15555337729,+15556235440,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13447,Vanguard Transport,+15553421397,+15558378720,Truck inspection completed for SHP-SHP-13447. Trailer seal ID: 43292. Driver heading to route.,ham
SHP-13448,Vanguard Transport,+15551422000,+15552796352,Truck inspection completed for SHP-SHP-13448. Trailer seal ID: 70176. Driver heading to route.,ham
SHP-13449,Global Cargo Solutions,+15559375531,+15554438621,"Hi, driver John here. Load SHP-SHP-13449 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13450,Summit Logistics Inc,+15554940606,+15556867367,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13450. Status: In Transit.",ham
SHP-13451,Sentinel Delivery Systems,+15557875845,+15559971751,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13451 with Sentinel Delivery Systems. Let us know if you need changes.",ham
SHP-13452,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,Sent from support: A one-time transaction code 8517 has been generated to update banking details for Titan Heavy Hauling. Provide this code to the agent.,spam
SHP-13453,Titan Heavy Hauling,+15557576410,+15558018002,"Hi, driver John here. Load SHP-SHP-13453 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13454,Vanguard Transport,+15553181407,+15555631550,Freight schedule check for shipment SHP-SHP-13454. All parameters within compliance. Thank you.,ham
SHP-13455,Global Cargo Solutions,+15557858018,+15558415493,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13456,Sentinel Delivery Systems,+15558940739,+15558836327,Truck inspection completed for SHP-SHP-13456. Trailer seal ID: 58463. Driver heading to route.,ham
SHP-13457,Global Cargo Solutions,+15554484518,+15557066735,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-13458,Apex Logistics Corp,+15556254741,+15555561309,"Hi, this is broker support for Apex Logistics Corp. Change the dropoff destination of shipment SHP-SHP-13458 to 679 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-13459,Delta Freight Systems,+15557348560,+15553556182,Truck inspection completed for SHP-SHP-13459. Trailer seal ID: 74955. Driver heading to route.,ham
SHP-13460,Global Cargo Solutions,+15553745204,+15556988077,"Sentinel Cargo ID validation: Enter OTP 6837 to complete gate registration. If you did not request this, contact support.",spam
SHP-13461,Summit Logistics Inc,+15557705340,+15555637428,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13461. Status: In Transit.",ham
SHP-13462,Summit Logistics Inc,+15552695762,+15559272134,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13462 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-13463,Delta Freight Systems,+15553462085,+15558777905,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13463 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-13464,Delta Freight Systems,+15554780700,+15556660014,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-13465,Summit Logistics Inc,+15552086708,+15559862314,Checking trailer temperature for SHP-SHP-13465. Climate control working properly.,ham
SHP-13466,Sentinel Delivery Systems,+15551389216,+15557797319,Freight schedule check for shipment SHP-SHP-13466. All parameters within compliance. Thank you.,ham
SHP-13467,Vanguard Transport,+15552649864,+15552690413,"Hi, driver John here. Load SHP-SHP-13467 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13468,Apex Logistics Corp,+15554289564,+15555680271,Attention carrier: Unusual login attempt detected on your broker account. Confirm identity at http://apexlogisticscorp-security-check.com,spam
SHP-13469,Global Cargo Solutions,+15551491699,+15552987493,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13469. Status: In Transit.",ham
SHP-13470,Vanguard Transport,+15555021791,+15559332761,Express Delivery Notice: Parcel SHP-SHP-13470 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-vanguardtransport.com,spam
SHP-13471,Titan Heavy Hauling,+15554399663,+15553737297,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-13472,Apex Logistics Corp,+15558494748,+15551830449,Load SHP-SHP-13472 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13473,Global Cargo Solutions,billing-ops@outlook-cargo.net,Unknown,Do not share your verification code. Enter one-time password OTP 4438 in the logistics app to authorize load release for SHP-SHP-13473.,spam
SHP-13474,Horizon Shipping Lines,+15559327907,+15552659290,Load SHP-SHP-13474 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13475,Horizon Shipping Lines,+15551764825,+15552760974,Checking trailer temperature for SHP-SHP-13475. Climate control working properly.,ham
SHP-13476,Vanguard Transport,+15551854439,+15559511530,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13476. Status: In Transit.",ham
SHP-13477,Summit Logistics Inc,+15559789306,+15556513945,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-13478,Cascade Carrier Group,+15554456660,+15558340862,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13478 with Cascade Carrier Group. Let us know if you need changes.",ham
SHP-13479,Cascade Carrier Group,+15553002861,+15551379732,Checking trailer temperature for SHP-SHP-13479. Climate control working properly.,ham
SHP-13480,Horizon Shipping Lines,+15558443053,+15559767542,Checking trailer temperature for SHP-SHP-13480. Climate control working properly.,ham
SHP-13481,Apex Logistics Corp,+15551943518,+15554803354,Invoice submitted for carrier fees for SHP-SHP-13481. Please check credit limit terms.,ham
SHP-13482,Horizon Shipping Lines,carrier-check@gmail-logistics.com,Unknown,Notice of invoice dispute for SHP-SHP-13482. Payment details changed to new escrow account. Wire funds to holding bank routing 13689695.,spam
SHP-13483,Sentinel Delivery Systems,+15553177321,+15554402463,Express Delivery Notice: Parcel SHP-SHP-13483 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-sentineldeliverysystems.com,spam
SHP-13484,Vanguard Transport,+15559983760,+15554321309,Invoice submitted for carrier fees for SHP-SHP-13484. Please check credit limit terms.,ham
SHP-13485,Horizon Shipping Lines,+15558506272,+15558033433,Load SHP-SHP-13485 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-13486,Sentinel Delivery Systems,+15555811637,+15551250389,"Hi, driver John here. Load SHP-SHP-13486 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13487,Sentinel Delivery Systems,+15559397018,+15551528110,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-13488,Apex Logistics Corp,+15554578366,+15557631385,Sent from support: A one-time transaction code 3211 has been generated to update banking details for Apex Logistics Corp. Provide this code to the agent.,spam
SHP-13489,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,"Congratulations customer, you earned 10,000 bonus rewards points. Redeem for cash or travel vouchers at http://loyalty-redeem-exclusive-loyalty.com",spam
SHP-13490,Apex Logistics Corp,+15557416055,+15556912485,Freight schedule check for shipment SHP-SHP-13490. All parameters within compliance. Thank you.,ham
SHP-13491,Horizon Shipping Lines,+15557525222,+15558423649,Invoice submitted for carrier fees for SHP-SHP-13491. Please check credit limit terms.,ham
SHP-13492,Cascade Carrier Group,carrier-check@gmail-logistics.com,Unknown,Express Delivery Notice: Parcel SHP-SHP-13492 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-cascadecarriergroup.com,spam
SHP-13493,Cascade Carrier Group,+15556399815,+15551921383,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-13493. Status: In Transit.",ham
SHP-13494,Global Cargo Solutions,+15557516190,+15552219697,Truck inspection completed for SHP-SHP-13494. Trailer seal ID: 39030. Driver heading to route.,ham
SHP-13495,Apex Logistics Corp,+15554315596,+15557106548,"Hi, driver John here. Load SHP-SHP-13495 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-13496,Apex Logistics Corp,+15553626317,+15555732337,Checking trailer temperature for SHP-SHP-13496. Climate control working properly.,ham
SHP-13497,Delta Freight Systems,+15554726746,+15553297699,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13497 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-13498,Summit Logistics Inc,+15552106598,+15554697541,Truck inspection completed for SHP-SHP-13498. Trailer seal ID: 85980. Driver heading to route.,ham
SHP-13499,Apex Logistics Corp,+15551786024,+15553472292,"Hi, this is broker support for Apex Logistics Corp. Change the dropoff destination of shipment SHP-SHP-13499 to 928 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-13500,Global Cargo Solutions,+15558990504,+15557119127,"Good morning, here is the updated bill of lading for shipment SHP-SHP-13500 with Global Cargo Solutions. Let us know if you need changes.",ham
